Trial-ID,Status,Iteration,batch_size,lrinit,optimizer,Objective
37,COMPLETED,9,32,1.2665527183739305e-05,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,395.84912109375
38,INTERMEDIATE,0,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,563.8892211914062
38,INTERMEDIATE,1,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,551.9623413085938
38,INTERMEDIATE,2,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,545.4791259765625
38,INTERMEDIATE,3,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,541.3321533203125
38,INTERMEDIATE,4,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,538.4744873046875
38,INTERMEDIATE,5,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,536.4271850585938
38,INTERMEDIATE,6,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,534.932373046875
38,INTERMEDIATE,7,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,533.8280639648438
38,INTERMEDIATE,8,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,533.0103759765625
38,INTERMEDIATE,9,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,532.404541015625
38,COMPLETED,9,128,4.291771011786832e-05,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,532.404541015625
39,INTERMEDIATE,0,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,15737.4677734375
39,INTERMEDIATE,1,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,14867.8408203125
39,INTERMEDIATE,2,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,14067.18359375
39,INTERMEDIATE,3,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,13318.001953125
39,INTERMEDIATE,4,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,12619.2490234375
39,INTERMEDIATE,5,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,11977.38671875
39,INTERMEDIATE,6,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,11385.595703125
39,INTERMEDIATE,7,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,10833.380859375
39,INTERMEDIATE,8,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,10318.8544921875
39,INTERMEDIATE,9,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,9831.8916015625
39,COMPLETED,9,32,3.1513322476152106e-05,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,9831.8916015625
40,INTERMEDIATE,0,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,2803.51513671875
40,INTERMEDIATE,1,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,996.7003173828125
40,INTERMEDIATE,2,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,549.2329711914062
40,INTERMEDIATE,3,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,430.791748046875
40,INTERMEDIATE,4,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,405.77081298828125
40,INTERMEDIATE,5,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,401.9062194824219
40,INTERMEDIATE,6,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,400.66363525390625
40,INTERMEDIATE,7,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,399.8924560546875
40,INTERMEDIATE,8,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,399.26812744140625
40,INTERMEDIATE,9,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,398.72576904296875
40,COMPLETED,9,256,0.022722203269745958,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,398.72576904296875
41,INTERMEDIATE,0,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,541.9712524414062
41,INTERMEDIATE,1,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,452.4394836425781
41,INTERMEDIATE,2,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,425.65667724609375
41,INTERMEDIATE,3,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,414.6078186035156
41,INTERMEDIATE,4,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,409.1990966796875
41,INTERMEDIATE,5,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,406.2050476074219
41,INTERMEDIATE,6,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,404.3796081542969
41,INTERMEDIATE,7,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,403.17578125
41,INTERMEDIATE,8,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,402.33184814453125
41,INTERMEDIATE,9,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,401.7101135253906
41,COMPLETED,9,256,5.1854083540990857e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,401.7101135253906
42,INTERMEDIATE,0,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,570.8216552734375
42,INTERMEDIATE,1,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,566.1329956054688
42,INTERMEDIATE,2,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,563.3237915039062
42,INTERMEDIATE,3,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,561.3584594726562
42,INTERMEDIATE,4,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,559.8768310546875
42,INTERMEDIATE,5,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,558.7067260742188
42,INTERMEDIATE,6,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
42,INTERMEDIATE,7,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
42,INTERMEDIATE,8,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
42,INTERMEDIATE,9,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
42,COMPLETED,9,64,0.0004135356041010058,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,558.7067260742188
43,INTERMEDIATE,0,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,393.9472351074219
43,INTERMEDIATE,1,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,394.9110412597656
43,INTERMEDIATE,2,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,394.15802001953125
43,INTERMEDIATE,3,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,394.2688293457031
43,INTERMEDIATE,4,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,394.2898254394531
43,INTERMEDIATE,5,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,393.98223876953125
43,INTERMEDIATE,6,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,393.9240417480469
43,INTERMEDIATE,7,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,393.9781188964844
43,INTERMEDIATE,8,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,394.09796142578125
43,INTERMEDIATE,9,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,394.0014953613281
43,COMPLETED,9,128,0.00539035470662413,<class 'tensorflow.python.keras.optimizer_v2.adamax.Adamax'>,393.9240417480469
44,INTERMEDIATE,0,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.837890625
44,INTERMEDIATE,1,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16601.548828125
44,INTERMEDIATE,2,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16574.16015625
44,INTERMEDIATE,3,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16546.80078125
44,INTERMEDIATE,4,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16519.58203125
44,INTERMEDIATE,5,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16492.419921875
44,INTERMEDIATE,6,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16465.439453125
44,INTERMEDIATE,7,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16438.458984375
44,INTERMEDIATE,8,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16411.63671875
44,INTERMEDIATE,9,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16384.849609375
44,COMPLETED,9,128,5.332208288340326e-06,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16384.849609375
45,INTERMEDIATE,0,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,399.10284423828125
45,INTERMEDIATE,1,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,399.04132080078125
45,INTERMEDIATE,2,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,398.9394226074219
45,INTERMEDIATE,3,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,398.7933044433594
45,INTERMEDIATE,4,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,398.59930419921875
45,INTERMEDIATE,5,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,398.3983459472656
45,INTERMEDIATE,6,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,398.2085876464844
45,INTERMEDIATE,7,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,398.0101013183594
45,INTERMEDIATE,8,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,397.81805419921875
45,INTERMEDIATE,9,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,397.6087341308594
45,COMPLETED,9,128,6.697750036225337e-07,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,397.6087341308594
46,INTERMEDIATE,0,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
46,INTERMEDIATE,1,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
46,INTERMEDIATE,2,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
46,INTERMEDIATE,3,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
46,INTERMEDIATE,4,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
46,INTERMEDIATE,5,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
46,INTERMEDIATE,6,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
46,INTERMEDIATE,7,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
46,INTERMEDIATE,8,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
46,INTERMEDIATE,9,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
46,COMPLETED,9,128,2.931386684646059e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16619.416015625
47,INTERMEDIATE,0,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
47,INTERMEDIATE,1,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
47,INTERMEDIATE,2,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
47,INTERMEDIATE,3,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
47,INTERMEDIATE,4,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
47,INTERMEDIATE,5,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
47,INTERMEDIATE,6,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
47,INTERMEDIATE,7,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
47,INTERMEDIATE,8,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
47,INTERMEDIATE,9,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
47,COMPLETED,9,128,2.2842859563545068e-07,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,16620.654296875
48,INTERMEDIATE,0,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,442.6616516113281
48,INTERMEDIATE,1,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,411.30157470703125
48,INTERMEDIATE,2,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,404.68408203125
48,INTERMEDIATE,3,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,402.28424072265625
48,INTERMEDIATE,4,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,401.0991516113281
48,INTERMEDIATE,5,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,400.41204833984375
48,INTERMEDIATE,6,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,399.9737854003906
48,INTERMEDIATE,7,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,399.6825866699219
48,INTERMEDIATE,8,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,399.4814147949219
48,INTERMEDIATE,9,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,399.3428955078125
48,COMPLETED,9,64,2.936127851350352e-08,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,399.3428955078125
49,INTERMEDIATE,0,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
49,INTERMEDIATE,1,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
49,INTERMEDIATE,2,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
49,INTERMEDIATE,3,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
49,INTERMEDIATE,4,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
49,INTERMEDIATE,5,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
49,INTERMEDIATE,6,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
49,INTERMEDIATE,7,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
49,INTERMEDIATE,8,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
49,INTERMEDIATE,9,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
49,COMPLETED,9,128,2.567811289871535e-08,<class 'tensorflow.python.keras.optimizer_v2.adadelta.Adadelta'>,16622.95703125
50,INTERMEDIATE,0,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
50,INTERMEDIATE,1,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
50,INTERMEDIATE,2,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
50,INTERMEDIATE,3,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
50,INTERMEDIATE,4,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
50,INTERMEDIATE,5,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
50,INTERMEDIATE,6,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
50,INTERMEDIATE,7,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
50,INTERMEDIATE,8,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
50,INTERMEDIATE,9,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
50,COMPLETED,9,128,1.7931197690340633e-09,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,16622.95703125
51,INTERMEDIATE,0,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,574.322265625
51,INTERMEDIATE,1,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,566.5885620117188
51,INTERMEDIATE,2,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,562.285888671875
51,INTERMEDIATE,3,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,559.5023803710938
51,INTERMEDIATE,4,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,557.5352783203125
51,INTERMEDIATE,5,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,556.0482788085938
51,INTERMEDIATE,6,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,554.862548828125
51,INTERMEDIATE,7,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,553.8773803710938
51,INTERMEDIATE,8,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,553.0319213867188
51,INTERMEDIATE,9,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,552.287109375
51,COMPLETED,9,256,0.0002717588002594406,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,552.287109375
52,INTERMEDIATE,0,64,0.004866774985453402,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
52,INTERMEDIATE,1,64,0.004866774985453402,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
52,INTERMEDIATE,2,64,0.004866774985453402,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
52,INTERMEDIATE,3,64,0.004866774985453402,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
52,INTERMEDIATE,4,64,0.004866774985453402,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
52,INTERMEDIATE,5,64,0.004866774985453402,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
52,INTERMEDIATE,6,64,0.004866774985453402,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
52,INTERMEDIATE,7,64,0.004866774985453402,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
52,INTERMEDIATE,8,64,0.004866774985453402,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
52,INTERMEDIATE,9,64,0.004866774985453402,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
53,INTERMEDIATE,0,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16619.580078125
53,INTERMEDIATE,1,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16616.181640625
53,INTERMEDIATE,2,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16613.01953125
53,INTERMEDIATE,3,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16609.857421875
53,INTERMEDIATE,4,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16606.65625
53,INTERMEDIATE,5,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16603.408203125
53,INTERMEDIATE,6,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16600.248046875
53,INTERMEDIATE,7,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16597.044921875
53,INTERMEDIATE,8,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16594.0859375
53,INTERMEDIATE,9,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16590.87890625
53,COMPLETED,9,128,2.169995503341025e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,16590.87890625
54,INTERMEDIATE,0,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,15911.484375
54,INTERMEDIATE,1,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,15263.078125
54,INTERMEDIATE,2,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,14666.943359375
54,INTERMEDIATE,3,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,14116.6142578125
54,INTERMEDIATE,4,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,13605.42578125
54,INTERMEDIATE,5,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,13130.775390625
54,INTERMEDIATE,6,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,12688.1845703125
54,INTERMEDIATE,7,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,12273.1689453125
54,INTERMEDIATE,8,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,11882.8681640625
54,INTERMEDIATE,9,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,11516.1982421875
54,COMPLETED,9,64,8.842124139650087e-08,<class 'tensorflow.python.keras.optimizer_v2.rmsprop.RMSprop'>,11516.1982421875
55,INTERMEDIATE,0,64,0.0164629891161328,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
55,INTERMEDIATE,1,64,0.0164629891161328,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
55,INTERMEDIATE,2,64,0.0164629891161328,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
55,INTERMEDIATE,3,64,0.0164629891161328,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
55,INTERMEDIATE,4,64,0.0164629891161328,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
55,INTERMEDIATE,5,64,0.0164629891161328,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
55,INTERMEDIATE,6,64,0.0164629891161328,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
55,INTERMEDIATE,7,64,0.0164629891161328,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
55,INTERMEDIATE,8,64,0.0164629891161328,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
55,INTERMEDIATE,9,64,0.0164629891161328,<class 'tensorflow.python.keras.optimizer_v2.gradient_descent.SGD'>,
56,INTERMEDIATE,0,128,0.02511623590821294,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,423.4062194824219
56,INTERMEDIATE,1,128,0.02511623590821294,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,409.86181640625
56,INTERMEDIATE,2,128,0.02511623590821294,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,403.8751525878906
56,INTERMEDIATE,3,128,0.02511623590821294,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,400.1292419433594
56,INTERMEDIATE,4,128,0.02511623590821294,<class 'tensorflow.python.keras.optimizer_v2.adagrad.Adagrad'>,397.5671691894531
